codigoRPA,codigoSIA,nombre,nombrePantalla,codigoFamilia,familia,codigoMateria,materia,consejeria,consejeriaDIR3,estado,vigente,fechaAlta,fechaBaja
24922,2985320,"Ayudas destinadas a proporcionar conectividad de redes de banda ancha de muy alta velocidad en zonas industriales, en el marco del Plan de Recuperación, Transformación y Resiliencia.","24922 - Ayudas destinadas a proporcionar conectividad de redes de banda ancha de muy alta velocidad en zonas industriales, en el marco del Plan de Recuperación, Transformación y Resiliencia.",2,"Familia 2. Subvenciones, becas y premios",9,Investigacion y tecnologia,Consejería de Política Industrial y Energía,A01041433,A,True,22/03/2023,
24923,2980898,Subvenciones destinadas a la instalación de una red de comunicaciones electrónicas de alta velocidad en dependencias de zonas industriales.,24923 - Subvenciones destinadas a la instalación de una red de comunicaciones electrónicas de alta velocidad en dependencias de zonas industriales.,2,"Familia 2. Subvenciones, becas y premios",9,Investigacion y tecnologia,Consejería de Política Industrial y Energía,A01041433,A,True,31/01/2023,
24948,2858098,Actividades Mineras: Contratación en el ámbito minero de la Junta de Andalucía.,24948 - Actividades Mineras: Contratación en el ámbito minero de la Junta de Andalucía.,5,Familia 5. Económicos y financieros,8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,14/02/2022,
24960,2860663,Programa de incentivos para la implantación de instalaciones de energías renovables térmicas en diferentes sectores de la economía en Andalucía.,24960 - Programa de incentivos para la implantación de instalaciones de energías renovables térmicas en diferentes sectores de la economía en Andalucía.,2,"Familia 2. Subvenciones, becas y premios",25,Energía,Consejería de Política Industrial y Energía,A01041433,A,True,24/02/2022,
24975,2858099,Actividades Mineras: Concurso para el aprovechamiento de aguas de la Sección B),24975 - Actividades Mineras: Concurso para el aprovechamiento de aguas de la Sección B),1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,10/03/2022,
24983,2858175,"Actividades Mineras: Presentación Declaración Responsable., Habilitación de OCA, ECA o laboratorios.","24983 - Actividades Mineras: Presentación Declaración Responsable., Habilitación de OCA, ECA o laboratorios.",1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,11/03/2022,
25006,2892861,"Procedimiento de concesión de subvenciones en régimen de concurrencia no competitiva, a los municipios y entidades locales autónomas andaluzas, destinadas a la dinamización de los centros de la red «Guadalinfo»","25006 - Procedimiento de concesión de subvenciones en régimen de concurrencia no competitiva, a los municipios y entidades locales autónomas andaluzas, destinadas a la dinamización de los centros de la red «Guadalinfo»",2,"Familia 2. Subvenciones, becas y premios",1,Administracion publica,Consejería de Política Industrial y Energía,A01041433,A,True,01/04/2022,
25021,2891200,Subvenciones de carácter excepcional en materia de industria y minas.,25021 - Subvenciones de carácter excepcional en materia de industria y minas.,2,"Familia 2. Subvenciones, becas y premios",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,25/04/2022,
25037,2892594,"Convocatorias para la presentación de manifestaciones de interés no vinculantes, en el marco del Fondo del Transición Justa 2021-2027, en las provincias de Almería, Cádiz y Córdoba, correspondientes a grandes empresas e instalaciones sujetas a comercio de derechos de emisión de gases de efecto invernadero (GEI).","25037 - Convocatorias para la presentación de manifestaciones de interés no vinculantes, en el marco del Fondo del Transición Justa 2021-2027, en las provincias de Almería, Cádiz y Córdoba, correspondientes a grandes empresas e instalaciones sujetas a comercio de derechos de emisión de gases de efecto invernadero (GEI).",3,Familia 3. Evaluación y certificación,8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,10/05/2022,
25115,2893977,Presentación de declaración responsable de la identificación del programa de tarifas oficialmente aprobadas por la Administración Pública competente en materia de tarifas del servicio de taxis.,25115 - Presentación de declaración responsable de la identificación del programa de tarifas oficialmente aprobadas por la Administración Pública competente en materia de tarifas del servicio de taxis.,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,04/07/2022,
25128,2897561,Reclamación en nuevo suministro eléctrico,25128 - Reclamación en nuevo suministro eléctrico,8,"Familia 8. Información, quejas, sugerencias y agradecimientos",25,Energía,Consejería de Política Industrial y Energía,A01041433,A,True,19/07/2022,
25142,3181536,Solicitud de cancelación de la garantía constituida para la tramitación del procedimiento de acceso y conexión de una instalación de producción de energía eléctrica.,25142 - Solicitud de cancelación de la garantía constituida para la tramitación del procedimiento de acceso y conexión de una instalación de producción de energía eléctrica.,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",25,Energía,Consejería de Política Industrial y Energía,A01041433,A,True,14/04/2025,
25327,3031406,Procedimiento de  adhesión de operadores-colaboradores al programa del bono digital para colectivos vulnerables.,25327 - Procedimiento de  adhesión de operadores-colaboradores al programa del bono digital para colectivos vulnerables.,12,"Familia 12. Convenios, responsabilidad patrimonial y revisión de la actuación administrativa",14,"Familias, servicios sociales e igualdad",Consejería de Política Industrial y Energía,A01041433,A,True,02/10/2023,
25329,3033714,Bono digital para colectivos vulnerables.,25329 - Bono digital para colectivos vulnerables.,2,"Familia 2. Subvenciones, becas y premios",14,"Familias, servicios sociales e igualdad",Consejería de Política Industrial y Energía,A01041433,A,True,15/11/2023,
25345,2986861,Subvención nominativa  a Cruz Roja para la capacitación de colectivos en riesgos de exclusión digital y que se inicia previa solicitud de la persona interesada.,25345 - Subvención nominativa  a Cruz Roja para la capacitación de colectivos en riesgos de exclusión digital y que se inicia previa solicitud de la persona interesada.,2,"Familia 2. Subvenciones, becas y premios",14,"Familias, servicios sociales e igualdad",Consejería de Política Industrial y Energía,A01041433,A,True,11/04/2023,
25386,3014836,Actividades Mineras: Plan de Inspecciones.,25386 - Actividades Mineras: Plan de Inspecciones.,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,19/05/2023,
25403,3017638,Incentivos para la infraestructura básica de proyectos tractores de la industria en Andalucía,25403 - Incentivos para la infraestructura básica de proyectos tractores de la industria en Andalucía,2,"Familia 2. Subvenciones, becas y premios",25,Energía,Consejería de Política Industrial y Energía,A01041433,A,True,18/07/2023,
25441,3033011,Procedimiento de comunicación de inicio de actividad y declaración responsable para el ejercicio de la actividad de comercialización eléctrica en el ámbito de la comunidad autónoma de Andalucía.,25441 - Procedimiento de comunicación de inicio de actividad y declaración responsable para el ejercicio de la actividad de comercialización eléctrica en el ámbito de la comunidad autónoma de Andalucía.,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",25,Energía,Consejería de Política Industrial y Energía,A01041433,A,True,26/10/2023,
25445,3033013,"Procedimiento solicitud de certificación de la capacidad legal, técnica y económica y verificación de las autorizaciones administrativas  de las instalaciones del solicitante para la inscripción provisional en el registro de empresas distribuidoras de electricidad que vayan a ejercer su actividad exclusivamente en el ámbito de la comunidad autónoma de Andalucía.","25445 - Procedimiento solicitud de certificación de la capacidad legal, técnica y económica y verificación de las autorizaciones administrativas  de las instalaciones del solicitante para la inscripción provisional en el registro de empresas distribuidoras de electricidad que vayan a ejercer su actividad exclusivamente en el ámbito de la comunidad autónoma de Andalucía.",1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",25,Energía,Consejería de Política Industrial y Energía,A01041433,A,True,26/10/2023,
25446,3033012,Procedimiento de solicitud de la certificación de capacidad técnica y la acreditación de las instalaciones del solicitante previa a la autorización administrativa de una red de distribución de energía eléctrica cerrada en el ámbito de la comunidad autónoma de Andalucía.,25446 - Procedimiento de solicitud de la certificación de capacidad técnica y la acreditación de las instalaciones del solicitante previa a la autorización administrativa de una red de distribución de energía eléctrica cerrada en el ámbito de la comunidad autónoma de Andalucía.,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",25,Energía,Consejería de Política Industrial y Energía,A01041433,A,True,26/10/2023,
25451,3030560,Sancionador en materia de Energía.,25451 - Sancionador en materia de Energía.,6,Familia 6. Sancionadores,25,Energía,Consejería de Política Industrial y Energía,A01041433,A,True,13/09/2023,
25476,3033715,Subvención nominativa al Ayuntamiento de Málaga para el Proyecto 42 en Andalucía,25476 - Subvención nominativa al Ayuntamiento de Málaga para el Proyecto 42 en Andalucía,2,"Familia 2. Subvenciones, becas y premios",9,Investigacion y tecnologia,Consejería de Política Industrial y Energía,A01041433,A,True,15/11/2023,
25571,3188762,Incentivos de transición justa para el impulso de ecosistemas industriales sostenibles en la provincia de Almería. Innovación y sostenibilidad en la industria auxiliar de la agricultura almeriense.,25571 - Incentivos de transición justa para el impulso de ecosistemas industriales sostenibles en la provincia de Almería. Innovación y sostenibilidad en la industria auxiliar de la agricultura almeriense.,2,"Familia 2. Subvenciones, becas y premios",9,Investigacion y tecnologia,Consejería de Política Industrial y Energía,A01041433,A,True,21/05/2025,
25578,3055898,"Convocatorias para la presentación de manifestaciones de interés no vinculantes, en el marco del Fondo del Transición Justa 2021-2027, en las provincias de Almería, Cádiz y Córdoba.","25578 - Convocatorias para la presentación de manifestaciones de interés no vinculantes, en el marco del Fondo del Transición Justa 2021-2027, en las provincias de Almería, Cádiz y Córdoba.",3,Familia 3. Evaluación y certificación,8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,08/04/2024,
25653,3221251,Subvenciones destinadas al desarrollo e implantación de soluciones digitales con impacto sectorial en el marco del proyecto Redes de Emprendimiento Digital en Andalucía,25653 - Subvenciones destinadas al desarrollo e implantación de soluciones digitales con impacto sectorial en el marco del proyecto Redes de Emprendimiento Digital en Andalucía,2,"Familia 2. Subvenciones, becas y premios",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,24/10/2025,
25668,3178856,Incentivos de transición justa para el impulso de ecosistemas industriales sostenibles en la provincia de Córdoba. Desarrollo industrial sostenible en el Valle del Guadiato.,25668 - Incentivos de transición justa para el impulso de ecosistemas industriales sostenibles en la provincia de Córdoba. Desarrollo industrial sostenible en el Valle del Guadiato.,2,"Familia 2. Subvenciones, becas y premios",9,Investigacion y tecnologia,Consejería de Política Industrial y Energía,A01041433,A,True,08/04/2025,
25669,3189008,Incentivos de transición justa para el impulso de ecosistemas industriales sostenibles en la provincia de Cádiz. Industria para la economía circular y combustibles alternativos en el Campo de Gibraltar.,25669 - Incentivos de transición justa para el impulso de ecosistemas industriales sostenibles en la provincia de Cádiz. Industria para la economía circular y combustibles alternativos en el Campo de Gibraltar.,2,"Familia 2. Subvenciones, becas y premios",9,Investigacion y tecnologia,Consejería de Política Industrial y Energía,A01041433,A,True,22/05/2025,
25671,3189009,Incentivos de transición justa para el impulso de ecosistemas industriales sostenibles en la provincia de Cádiz. Ecosistema industrial del hidrógeno verde en el Campo de Gibraltar.,25671 - Incentivos de transición justa para el impulso de ecosistemas industriales sostenibles en la provincia de Cádiz. Ecosistema industrial del hidrógeno verde en el Campo de Gibraltar.,2,"Familia 2. Subvenciones, becas y premios",9,Investigacion y tecnologia,Consejería de Política Industrial y Energía,A01041433,A,True,22/05/2025,
25672,3189007,Incentivos de transición justa para el impulso de ecosistemas industriales sostenibles en la provincia de Almería. Ecosistema industrial del hidrógeno verde.,25672 - Incentivos de transición justa para el impulso de ecosistemas industriales sostenibles en la provincia de Almería. Ecosistema industrial del hidrógeno verde.,2,"Familia 2. Subvenciones, becas y premios",9,Investigacion y tecnologia,Consejería de Política Industrial y Energía,A01041433,A,True,22/05/2025,
25673,3163492,Incentivos de transición justa para el impulso de ecosistemas industriales sostenibles en la provincia de Almería. Modernización productiva y sostenibilidad de la industria de la piedra y mármol de Almería.,25673 - Incentivos de transición justa para el impulso de ecosistemas industriales sostenibles en la provincia de Almería. Modernización productiva y sostenibilidad de la industria de la piedra y mármol de Almería.,2,"Familia 2. Subvenciones, becas y premios",9,Investigacion y tecnologia,Consejería de Política Industrial y Energía,A01041433,A,True,16/01/2025,
25675,3178854,Incentivos de transición justa para el impulso de ecosistemas industriales sostenibles en la provincia de Córdoba. Ecosistema industrial para la logística avanzada.,25675 - Incentivos de transición justa para el impulso de ecosistemas industriales sostenibles en la provincia de Córdoba. Ecosistema industrial para la logística avanzada.,2,"Familia 2. Subvenciones, becas y premios",9,Investigacion y tecnologia,Consejería de Política Industrial y Energía,A01041433,A,True,08/04/2025,
25676,921134,Incentivos de Transición Justa para el impulso de ecosistemas industriales sostenibles en la provincia de Cádiz para el proyecto tractor Innovación y sostenibilidad de la industria auxiliar naval,25676 - Incentivos de Transición Justa para el impulso de ecosistemas industriales sostenibles en la provincia de Cádiz para el proyecto tractor Innovación y sostenibilidad de la industria auxiliar naval,2,"Familia 2. Subvenciones, becas y premios",9,Investigacion y tecnologia,Consejería de Política Industrial y Energía,A01041433,A,True,08/04/2025,
25691,3163493,Incentivos para la participación de la industria en Andalucía en el ciclo de vida de nuevos satelitales.,25691 - Incentivos para la participación de la industria en Andalucía en el ciclo de vida de nuevos satelitales.,2,"Familia 2. Subvenciones, becas y premios",9,Investigacion y tecnologia,Consejería de Política Industrial y Energía,A01041433,A,True,16/01/2025,
25705,921136,Incentivos de transición justa para el impulso de ecosistemas industriales sostenibles en la provincia de Cádiz para el proyecto tractor «Hub Aeronáutico Net Zero Jerez,25705 - Incentivos de transición justa para el impulso de ecosistemas industriales sostenibles en la provincia de Cádiz para el proyecto tractor «Hub Aeronáutico Net Zero Jerez,2,"Familia 2. Subvenciones, becas y premios",9,Investigacion y tecnologia,Consejería de Política Industrial y Energía,A01041433,A,True,08/04/2025,
25735,3203665,Bases reguladoras para la concesión de incentivos para el uso eficiente de la energía en Andalucía (INEA),25735 - Bases reguladoras para la concesión de incentivos para el uso eficiente de la energía en Andalucía (INEA),2,"Familia 2. Subvenciones, becas y premios",,,Consejería de Política Industrial y Energía,A01041433,A,True,28/07/2025,
25747,3154007,Plan de Emergencia Interior a presentar por el industrial afectado por el RD por el que se aprueban medidas de control de los riesgos inherentes a los accidentes graves en los que intervengan sustancias peligrosas,25747 - Plan de Emergencia Interior a presentar por el industrial afectado por el RD por el que se aprueban medidas de control de los riesgos inherentes a los accidentes graves en los que intervengan sustancias peligrosas,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",,,Consejería de Política Industrial y Energía,A01041433,A,True,05/11/2024,
25765,3157287,"Subvención excepcional en el marco del proyecto ""RETECH"" para la adecuación de espacios y obra civil en el edificio Banco de España en Jaén.","25765 - Subvención excepcional en el marco del proyecto ""RETECH"" para la adecuación de espacios y obra civil en el edificio Banco de España en Jaén.",2,"Familia 2. Subvenciones, becas y premios",9,Investigacion y tecnologia,Consejería de Política Industrial y Energía,A01041433,A,True,10/01/2025,
25794,3218637,"INCEA- Línea 2. Programas 2 y 3-Cadenas de valor industrial, minería sostenible y espacios productivos","25794 - INCEA- Línea 2. Programas 2 y 3-Cadenas de valor industrial, minería sostenible y espacios productivos",2,"Familia 2. Subvenciones, becas y premios",25,Energía,Consejería de Política Industrial y Energía,A01041433,A,True,09/10/2025,
25810,3218636,"Línea 1.- Incentivos para el desarrollo competitivo de las cadenas de valor industrial, la minería sostenible y los espacios productivos en Andalucía (INCEA)","25810 - Línea 1.- Incentivos para el desarrollo competitivo de las cadenas de valor industrial, la minería sostenible y los espacios productivos en Andalucía (INCEA)",2,"Familia 2. Subvenciones, becas y premios",,,Consejería de Política Industrial y Energía,A01041433,A,True,09/10/2025,
25811,3177626,Solicitud de exoneración de las medidas de seguridad a implantar en ascensores existentes,25811 - Solicitud de exoneración de las medidas de seguridad a implantar en ascensores existentes,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",,,Consejería de Política Industrial y Energía,A01041433,A,True,27/03/2025,
25933,3230699,Subvención excepcional para el desarrollo de actuaciones orientadas a la puesta en marcha de un nodo tecnológico en Baeza,25933 - Subvención excepcional para el desarrollo de actuaciones orientadas a la puesta en marcha de un nodo tecnológico en Baeza,2,"Familia 2. Subvenciones, becas y premios",9,Investigacion y tecnologia,Consejería de Política Industrial y Energía,A01041433,A,True,30/11/2025,
25949,3232352,Solicitud para el registro de una indicación geográfica de productos artesanales e industriales.,25949 - Solicitud para el registro de una indicación geográfica de productos artesanales e industriales.,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,10/12/2025,
25974,3247268,Solicitud de adhesión a la Red de Ciudades Industriales,25974 - Solicitud de adhesión a la Red de Ciudades Industriales,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",,,Consejería de Política Industrial y Energía,A01041433,A,True,10/02/2026,
25978,3255087,Plan Renove Vehículos Andalucía,25978 - Plan Renove Vehículos Andalucía,2,"Familia 2. Subvenciones, becas y premios",25,Energía,Consejería de Política Industrial y Energía,A01041433,A,True,15/03/2026,
26017,3261986,INCEA: Línea 1. Programa 2 - Espacios productivos,26017 - INCEA: Línea 1. Programa 2 - Espacios productivos,2,"Familia 2. Subvenciones, becas y premios",,,Consejería de Política Industrial y Energía,A01041433,A,True,27/04/2026,
26024,3268649,Solicitud de devolución de la garantía económica constituida para la tramitación del procedimiento de acceso y conexión de una instalación de demanda o almacenamiento de energía eléctrica.,26024 - Solicitud de devolución de la garantía económica constituida para la tramitación del procedimiento de acceso y conexión de una instalación de demanda o almacenamiento de energía eléctrica.,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",,,Consejería de Política Industrial y Energía,A01041433,A,True,19/05/2026,
26053,3289037,Acreditación como Técnico Competente para la certificación de la eficiencia energética de los edificios.,26053 - Acreditación como Técnico Competente para la certificación de la eficiencia energética de los edificios.,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,20/07/2026,
